,Unnamed: 0,Issued,Operating Name,Licence Address Line 3,Licence No.,Category,postal,lat,lng,year,area
111648,111677,05-09-06,TIM HALL CONSTRUCTION,M2N,T853614197,BUILDING RENOVATOR,M2N,43.765808,-79.412476,2006,M2N
111649,111678,19-09-06,ZIPPY CONSTRUCTION,M3L,T853610583,BUILDING RENOVATOR,M3L,43.727045,-79.520757,2006,M3L
111650,111679,19-09-06,KOSTAS HOME RENOVATIONS,M3A,T853608916,BUILDING RENOVATOR,M3A,43.752872,-79.336578,2006,M3A
111651,111680,19-09-06,LISGAR CONSTRUCTION COMPANY,L7E,T853608937,BUILDING RENOVATOR,L7E,43.929823,-79.804379,2006,L7E
111652,111681,27-09-06,ACUTRON MECHANICAL LTD,L4W,T853612780,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2006,L4W
111653,111682,17-10-06,GD CONTRACTING SERVICES,M9P,T853611154,BUILDING RENOVATOR,M9P,43.678001,-79.524372,2006,M9P
111654,111683,17-10-06,OSTER-HOUSE RENOVATIONS,M3H,T853611731,BUILDING RENOVATOR,M3H,43.797038,-79.423404,2006,M3H
111655,111684,17-10-06,ZOOM CONTRACTING,L1T,T853612331,BUILDING RENOVATOR,L1T,43.87677,-79.051282,2006,L1T
111656,111685,23-10-06,R.S.S CONSTRUCTION & RENOVATIONS,L6C,T853615133,BUILDING RENOVATOR,L6C,43.898152,-79.372927,2006,L6C
111657,111686,02-11-06,SUPREME ROOFING & SHEET METAL CONTRACTORS,M6K,T853616646,BUILDING RENOVATOR,M6K,43.641291,-79.414722,2006,M6K
111658,111687,07-11-06,RUSSO'S DISASTER RESTORATION SERVICES,L4W,T853608109,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2006,L4W
111659,111688,13-11-06,MN DYNAMIC CONSTRUCTION,L6H,T853612829,BUILDING RENOVATOR,L6H,43.471933,-79.681705,2006,L6H
111660,111689,13-11-06,FRANTEX,L6A,T853612992,BUILDING RENOVATOR,L6A,43.879064,-79.517958,2006,L6A
111661,111690,14-11-06,,M6H,T853612781,BUILDING RENOVATOR,M6H,43.659753,-79.428556,2006,M6H
111662,111691,14-11-06,DAVE'S CONSTRUCTION,L4H,T853614778,BUILDING RENOVATOR,L4H,43.844786,-79.560098,2006,L4H
111663,111692,15-11-06,MUD MONKEY'S,L1C,T853616275,BUILDING RENOVATOR,L1C,43.906007,-78.705806,2006,L1C
111664,111693,17-11-06,EURO-TECH ROOFING LTD,M8V,T853617656,BUILDING RENOVATOR,M8V,43.621403,-79.483788,2006,M8V
111665,111694,21-11-06,B HUNT CONTRACTING,M4E,T853616968,BUILDING RENOVATOR,M4E,43.68755,-79.291656,2006,M4E
111666,111695,28-11-06,INVICTUS RENOVATIONS,M4K,T853594024,BUILDING RENOVATOR,M4K,43.688515,-79.362238,2006,M4K
111667,111696,20-12-06,KRIS & CHRIS,M1J,T853615790,BUILDING RENOVATOR,M1J,43.740852,-79.238945,2006,M1J
111668,111697,09-01-07,KITTE CONSTRUCTION,L4E,T853617776,BUILDING RENOVATOR,L4E,43.913571,-79.470502,2007,L4E
111669,111698,16-01-07,J B F CONTRACTING,M1C,T853617257,BUILDING RENOVATOR,M1C,43.789091,-79.160265,2007,M1C
111670,111699,16-01-07,D C D CREATIVE CONTRACTING,M1K,T853618909,BUILDING RENOVATOR,M1K,43.720406,-79.255784,2007,M1K
111671,111700,16-01-07,R J RENOVATIONS,M4R,T853617247,BUILDING RENOVATOR,M4R,43.706612,-79.399671,2007,M4R
111672,111701,16-01-07,A BROWN CONSTRUCTION,M6N,T853615688,BUILDING RENOVATOR,M6N,43.674026,-79.488441,2007,M6N
111673,111702,17-01-07,NUROCK CONTRACTING,M9W,T853719412,BUILDING RENOVATOR,M9W,43.692348,-79.585342,2007,M9W
111674,111703,22-01-07,DURABLE AND NEGOTIABLE ROOFING,L9S,T853719460,BUILDING RENOVATOR,L9S,44.33954,-79.55528,2007,L9S
111675,111704,31-01-07,QUALICO (CANADA),M1W,T853618148,BUILDING RENOVATOR,M1W,43.800983,-79.319534,2007,M1W
111676,111705,05-02-07,MTRO CONTRACTORS LTD,L6H,T853719280,BUILDING RENOVATOR,L6H,43.471933,-79.681705,2007,L6H
111677,111706,07-02-07,CITY ROOFING & ALUMINUM COMPANY,L6E,T853719679,BUILDING RENOVATOR,L6E,43.906245,-79.255708,2007,L6E
111678,111707,07-02-07,JANG CONTRACTING,M4B,T853719690,BUILDING RENOVATOR,M4B,43.702857,-79.297409,2007,M4B
111679,111708,13-02-07,HENGDA ROOFING,M2H,T853609689,BUILDING RENOVATOR,M2H,43.801874,-79.344606,2007,M2H
111680,111709,13-02-07,REMEDIES CONTRACTING SERVICES,M4J,T853618134,BUILDING RENOVATOR,M4J,43.721377,-79.257537,2007,M4J
111681,111710,13-02-07,CHRENA GENERAL CONTRACTING,M3A,T853618500,BUILDING RENOVATOR,M3A,43.752872,-79.336578,2007,M3A
111682,111711,26-02-07,R-CHAD GENERAL CONTRACTING,L4K,T853611676,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2007,L4K
111683,111712,09-03-07,EDUINO RENOVATIONS,M6E,T853721678,BUILDING RENOVATOR,M6E,43.697171,-79.443523,2007,M6E
111684,111713,12-03-07,ONTARIO HOME IMPROVEMENT AND WATERPROOFING,M6M,T853719833,BUILDING RENOVATOR,M6M,43.689769,-79.490769,2007,M6M
111685,111714,13-03-07,DAJIANG ROOFING,M1V,T853719783,BUILDING RENOVATOR,M1V,43.810753,-79.292694,2007,M1V
111686,111715,13-03-07,CUTRARA CONSTRUCTION,M1R,T853719235,BUILDING RENOVATOR,M1R,43.745781,-79.295441,2007,M1R
111687,111716,16-03-07,RONG S CONSTRUCTION,M4K,T853720544,BUILDING RENOVATOR,M4K,43.688515,-79.362238,2007,M4K
111688,111717,16-03-07,ALPINE ROOFING,M4K,T853720031,BUILDING RENOVATOR,M4K,43.688515,-79.362238,2007,M4K
111689,111718,19-03-07,MARCOS LIMITED BUILDING DESIGN CONSULTANTS,M6M,T853616567,BUILDING RENOVATOR,M6M,43.689769,-79.490769,2007,M6M
111690,111719,21-03-07,,M1J,T853720101,BUILDING RENOVATOR,M1J,43.740852,-79.238945,2007,M1J
111691,111720,28-03-07,QUALITY RESTORATIONS CO,L9P,T853720660,BUILDING RENOVATOR,L9P,44.105288,-79.106511,2007,L9P
111692,111721,29-03-07,NICE SERVICES AND DECORATORS,M2M,T853618602,BUILDING RENOVATOR,M2M,43.787572,-79.414958,2007,M2M
111693,111722,30-03-07,METHOD DESIGN,M2P,T853719308,BUILDING RENOVATOR,M2P,43.736984,-79.406063,2007,M2P
111694,111723,30-03-07,BARMILL CONTRACTING,L5G,T853617141,BUILDING RENOVATOR,L5G,43.570082,-79.580719,2007,L5G
111695,111724,05-04-07,A STUBBS HOME IMPROVEMENTS,M1E,T853722618,BUILDING RENOVATOR,M1E,43.763367,-79.161438,2007,M1E
111696,111725,11-04-07,B SERRA AND SONS ROOFING,M8W,T853722567,BUILDING RENOVATOR,M8W,43.590207,-79.545244,2007,M8W
111697,111726,11-04-07,CUSTOM HOME RENOVATION,L4W,T853719790,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2007,L4W
111698,111727,11-04-07,CERA STONE,L4K,T853719900,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2007,L4K
111699,111728,11-04-07,SEONG'S CONSTRUCTION,L6B,T853720206,BUILDING RENOVATOR,L6B,43.875097,-79.227817,2007,L6B
111700,111729,13-04-07,RAPPORT ALUMINUM PRODUCTS,M2R,T853721667,BUILDING RENOVATOR,M2R,43.783661,-79.444992,2007,M2R
111701,111730,03-05-07,PINE YORK CONSTRUCTION,L7C,T853722336,BUILDING RENOVATOR,L7C,43.893021,-79.84393,2007,L7C
111702,111731,16-05-07,EUROPEAN HOME DECORE CENTRE,M3J,T853720497,BUILDING RENOVATOR,M3J,43.766758,-79.504668,2007,M3J
111703,111732,18-05-07,WINDOW FAN INC,M1S,T853724387,BUILDING RENOVATOR,M1S,43.792274,-79.28638,2007,M1S
111704,111733,24-05-07,,L5J,T853723666,BUILDING RENOVATOR,L5J,43.512813,-79.628177,2007,L5J
111705,111734,28-05-07,T. KIRKOF & ASSOCIATES,M4B,T853721017,BUILDING RENOVATOR,M4B,43.702857,-79.297409,2007,M4B
111706,111735,28-05-07,HANDELMAN,L4J,T853721149,BUILDING RENOVATOR,L4J,43.818375,-79.452075,2007,L4J
111707,111736,28-05-07,BACCHUS RENOVATION,M1G,T853720932,BUILDING RENOVATOR,M1G,43.771477,-79.209709,2007,M1G
111708,111737,28-05-07,TPT CONTRACTING,M9B,T853721243,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2007,M9B
111709,111738,12-06-07,H D K CONSTRUCTION,L9W,T853721283,BUILDING RENOVATOR,L9W,43.912957,-80.126818,2007,L9W
111710,111739,13-06-07,METROPOLITAN KITCHEN + BATH,M8Z,T853720270,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2007,M8Z
111711,111740,15-06-07,WALTER LOOK,L4S,T853721635,BUILDING RENOVATOR,L4S,43.879629,-79.394865,2007,L4S
111712,111741,15-06-07,ZGJANA HOMES,M4G,T853721910,BUILDING RENOVATOR,M4G,43.717636,-79.376123,2007,M4G
111713,111742,15-06-07,NEW TORONTO,M9C,T853722061,BUILDING RENOVATOR,M9C,43.627728,-79.558823,2007,M9C
111714,111743,26-06-07,,M6B,T853722916,BUILDING RENOVATOR,M6B,43.705605,-79.428726,2007,M6B
111715,111744,03-07-07,GASPAR CONSTRUCTION SERVICES,L5E,T853720582,BUILDING RENOVATOR,L5E,43.573567,-79.558679,2007,L5E
111716,111745,11-07-07,R GALATI CONTRACTING,M6M,T853722949,BUILDING RENOVATOR,M6M,43.689769,-79.490769,2007,M6M
111717,111746,11-07-07,NORTHSTONE HOMES,L4C,T853722996,BUILDING RENOVATOR,L4C,43.894145,-79.436629,2007,L4C
111718,111747,24-07-07,MONTERREY DESIGN BUILD,M1W,T853724056,BUILDING RENOVATOR,M1W,43.800983,-79.319534,2007,M1W
111719,111748,31-07-07,DRAGONFLY CONTRACTING,L1T,T853722635,BUILDING RENOVATOR,L1T,43.87677,-79.051282,2007,L1T
111720,111749,14-08-07,MAC CONSTRUCTION,M6L,T853725828,BUILDING RENOVATOR,M6L,43.736408,-79.525881,2007,M6L
111721,111750,14-08-07,JMB CANPOL BUILDERS,L5L,T853725803,BUILDING RENOVATOR,L5L,43.530461,-79.717709,2007,L5L
111722,111751,14-08-07,AB CONSTRUCTION & ROOFING INC,M4H,T853725920,BUILDING RENOVATOR,M4H,43.70546,-79.351395,2007,M4H
111723,111752,21-08-07,MICHAEL J HAPPY,M4C,T853725236,BUILDING RENOVATOR,M4C,43.683744,-79.322361,2007,M4C
111724,111753,21-08-07,NEW LOOK KITCHEN CABINETS,M1B,T853724964,BUILDING RENOVATOR,M1B,43.754569,-79.352342,2007,M1B
111725,111754,21-08-07,ALL-STATE ROOFING IGA,M8W,T853724281,BUILDING RENOVATOR,M8W,43.590207,-79.545244,2007,M8W
111726,111755,21-08-07,AG CONSTRUCTION SERVICES,L5J,T853724984,BUILDING RENOVATOR,L5J,43.512813,-79.628177,2007,L5J
111727,111756,24-08-07,OBORNE CONTRACTING,L4C,T853724664,BUILDING RENOVATOR,L4C,43.894145,-79.436629,2007,L4C
111728,111757,27-08-07,NELMAR DESIGNS,L1V,T853726305,BUILDING RENOVATOR,L1V,43.835053,-79.099848,2007,L1V
111729,111758,27-08-07,,L4C,T853727179,BUILDING RENOVATOR,L4C,43.894145,-79.436629,2007,L4C
111730,111759,27-08-07,CUMMINS RESTORATIONS,M1J,T853724888,BUILDING RENOVATOR,M1J,43.740852,-79.238945,2007,M1J
111731,111760,10-09-07,,N0M,T853724807,BUILDING RENOVATOR,N0M,42.970757,-81.627531,2007,N0M
111732,111761,10-09-07,,M6J,T853725694,BUILDING RENOVATOR,M6J,43.641374,-79.422896,2007,M6J
111733,111762,24-09-07,,M1J,T853726509,BUILDING RENOVATOR,M1J,43.740852,-79.238945,2007,M1J
111734,111763,24-09-07,DENMAR CONTRACTING,M4J,T853727531,BUILDING RENOVATOR,M4J,43.721377,-79.257537,2007,M4J
111735,111764,24-09-07,ARROW 2000 WINDOW & DOOR SYSTEMS,L4K,T853719990,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2007,L4K
111736,111765,24-09-07,EAVESTROUGH CLEANING SPECIALIST,M1V,T853727751,BUILDING RENOVATOR,M1V,43.810753,-79.292694,2007,M1V
111737,111766,24-09-07,DAN INTERIORS INC,M4J,T853726870,BUILDING RENOVATOR,M4J,43.721377,-79.257537,2007,M4J
111738,111767,04-10-07,R.A RENOVATIONS AND GLASS,L0G,T853614975,BUILDING RENOVATOR,L0G,43.850018,-79.328474,2007,L0G
111739,111768,09-10-07,SUNSET ALUMINUM,L4H,T853727415,BUILDING RENOVATOR,L4H,43.844786,-79.560098,2007,L4H
111740,111769,11-10-07,,M1P,T853728005,BUILDING RENOVATOR,M1P,43.752142,-79.265428,2007,M1P
111741,111770,11-10-07,,M9A,T853729827,BUILDING RENOVATOR,M9A,43.64425,-79.529982,2007,M9A
111742,111771,11-10-07,PROVINCIAL INDUSTRIAL ROOFING AND SHEET METAL,L4K,T853724732,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2007,L4K
111743,111772,16-10-07,MARQUES CONTRACTOR,M3K,T853727974,BUILDING RENOVATOR,M3K,44.015204,-80.053875,2007,M3K
111744,111773,16-10-07,COLEMAN CONTRACTING & COMPANY,M1L,T853725156,BUILDING RENOVATOR,M1L,43.701933,-79.276201,2007,M1L
111745,111774,16-10-07,XTREME ROOFING,M3A,T853726223,BUILDING RENOVATOR,M3A,43.752872,-79.336578,2007,M3A
111746,111775,04-08-15,FM LEAKY BASEMENTS,M6L,T854539970,BUILDING RENOVATOR,M6L,43.736408,-79.525881,2015,M6L
111747,111776,02-11-07,IHANDY,M4M,T853729467,BUILDING RENOVATOR,M4M,43.651613,-79.352272,2007,M4M
111748,111777,05-11-07,ROUSSEL EAVESTROUGH DISTRIBUTORS,M1S,T853730390,BUILDING RENOVATOR,M1S,43.792274,-79.28638,2007,M1S
111749,111778,12-11-07,ELITO HOME RENOVATIONS,M1E,T853729645,BUILDING RENOVATOR,M1E,43.763367,-79.161438,2007,M1E
111750,111779,12-11-07,TACOMA INDUSTRIES,M6L,T853730131,BUILDING RENOVATOR,M6L,43.736408,-79.525881,2007,M6L
111751,111780,13-11-07,P E G CORPORATION,M8Y,T853725106,BUILDING RENOVATOR,M8Y,43.624633,-79.488841,2007,M8Y
111752,111781,15-11-07,ALPHA ROOFING,L4X,T853729162,BUILDING RENOVATOR,L4X,43.616777,-79.577181,2007,L4X
111753,111782,19-11-07,,L4E,T853725989,BUILDING RENOVATOR,L4E,43.913571,-79.470502,2007,L4E
111754,111783,20-11-07,,M4B,T853729838,BUILDING RENOVATOR,M4B,43.702857,-79.297409,2007,M4B
111755,111784,20-11-07,CANADIAN SUPERIOR ROOF INSTALLATION,M2P,T853730459,BUILDING RENOVATOR,M2P,43.736984,-79.406063,2007,M2P
111756,111785,29-11-07,RG DESIGN SOLUTION AND CONTRACTING,M6E,T853729295,BUILDING RENOVATOR,M6E,43.697171,-79.443523,2007,M6E
111757,111786,29-11-07,PAUL DAVIS SYSTEMS OF ETOBICOKE,M9W,T853728940,BUILDING RENOVATOR,M9W,43.692348,-79.585342,2007,M9W
111758,111787,05-12-07,,M4V,T853731048,BUILDING RENOVATOR,M4V,43.684048,-79.415136,2007,M4V
111759,111788,10-12-07,INSPIRE HOMES,L7E,T853725055,BUILDING RENOVATOR,L7E,43.929823,-79.804379,2007,L7E
111760,111789,12-12-07,KEFALOS DEVELOPMENTS COMPANY,M2J,T853729953,BUILDING RENOVATOR,M2J,43.776674,-79.342683,2007,M2J
111761,111790,13-12-07,GEM WINDOWS & DOORS,M8Z,T853730647,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2007,M8Z
111762,111791,18-12-07,JOHNVALE CONTRACTORS LTD,L7B,T853731014,BUILDING RENOVATOR,L7B,43.914243,-79.640675,2007,L7B
111763,111792,19-12-07,UMBRELLA RENOVATIONS,M4N,T853730762,BUILDING RENOVATOR,M4N,43.719292,-79.386154,2007,M4N
111764,111793,19-12-07,M.PERRAS ANTIQUES,M5A,T853730732,BUILDING RENOVATOR,M5A,43.652833,-79.377614,2007,M5A
111765,111794,09-01-08,CONSERVE HOME IMPROVEMENTS,L6A,T853731116,BUILDING RENOVATOR,L6A,43.879064,-79.517958,2008,L6A
111766,111795,14-01-08,G COLUCCI & SONS,L0G,T853730210,BUILDING RENOVATOR,L0G,43.850018,-79.328474,2008,L0G
111767,111796,14-01-08,,L0H,T853723427,BUILDING RENOVATOR,L0H,43.495282,-79.698289,2008,L0H
111768,111797,14-01-08,TERRY WALDRON CUSTOM RENOVATIONS,M1N,T853732333,BUILDING RENOVATOR,M1N,43.680889,-79.278736,2008,M1N
111769,111798,14-01-08,DANO CAN GENERAL CONTRACTING,M1K,T853732621,BUILDING RENOVATOR,M1K,43.720406,-79.255784,2008,M1K
111770,111799,14-01-08,WILLOWTREE CONSTRUCTION COMPANY,L4E,T853832892,BUILDING RENOVATOR,L4E,43.913571,-79.470502,2008,L4E
111771,111800,15-01-08,,L6J,T853731403,BUILDING RENOVATOR,L6J,43.453348,-79.684809,2008,L6J
111772,111801,21-01-08,LEXCAR INC,L4G,T853728985,BUILDING RENOVATOR,L4G,43.982547,-79.454099,2008,L4G
111773,111802,21-01-08,DANPOL RENOVATION LTD,L6B,T853731870,BUILDING RENOVATOR,L6B,43.875097,-79.227817,2008,L6B
111774,111803,23-01-08,IMENEO CONSTRUCTION,M6M,T853833530,BUILDING RENOVATOR,M6M,43.689769,-79.490769,2008,M6M
111775,111804,24-01-08,SM DESIGNED RENOVATIONS AND GENERAL CONTRACTING,M1M,T853723525,BUILDING RENOVATOR,M1M,43.724026,-79.241241,2008,M1M
111776,111805,24-01-08,R.S. ALUMINUM,L6P,T853833499,BUILDING RENOVATOR,L6P,43.784293,-79.740595,2008,L6P
111777,111806,29-01-08,ASSURED QUALITY INSTALLATION AND REPAIR SERVICES,M1R,T853732691,BUILDING RENOVATOR,M1R,43.745781,-79.295441,2008,M1R
111778,111807,29-01-08,PROGRESSIVE RENO & CONTRACTING,M8W,T853732325,BUILDING RENOVATOR,M8W,43.590207,-79.545244,2008,M8W
111779,111808,29-01-08,TORONTO HOMEWORKS,M1S,T853730854,BUILDING RENOVATOR,M1S,43.792274,-79.28638,2008,M1S
111780,111809,31-01-08,PRO-ACTIVE GENERAL CONTRACTING,L0C,T853833871,BUILDING RENOVATOR,L0C,43.885423,-79.300481,2008,L0C
111781,111810,11-02-08,MT GENERAL CONTRACTING PLUMBING AND HEATING SERVICE,M6P,T853833838,BUILDING RENOVATOR,M6P,43.656241,-79.446009,2008,M6P
111782,111811,21-02-08,HOUSEHOLDER RENOVATIONS,M6R,T853833206,BUILDING RENOVATOR,M6R,43.639825,-79.454148,2008,M6R
111783,111812,21-02-08,TRUE TO FORM RENOVATION INC,M4M,T853832868,BUILDING RENOVATOR,M4M,43.651613,-79.352272,2008,M4M
111784,111813,25-02-08,GTO FLOORING & RESTORATION,L3T,T853834351,BUILDING RENOVATOR,L3T,43.629647,-79.351492,2008,L3T
111785,111814,27-02-08,NORTEX ROOFING,M8Z,T853834049,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2008,M8Z
111786,111815,27-02-08,PROFESSIONAL STONE MASON,M6N,T853833430,BUILDING RENOVATOR,M6N,43.674026,-79.488441,2008,M6N
111787,111816,27-02-08,BOSTON ROOFING & ALUMINUM,L7B,T853833474,BUILDING RENOVATOR,L7B,43.914243,-79.640675,2008,L7B
111788,111817,03-03-08,KINGSWAY ROOFING,M9B,T853834879,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2008,M9B
111789,111818,11-03-08,MARS & SON HOME IMPROVEMENTS,L1R,T853834251,BUILDING RENOVATOR,L1R,43.916334,-78.956461,2008,L1R
111790,111819,17-03-08,LONGO'S HOME IMPROVEMENTS,L7B,T853835007,BUILDING RENOVATOR,L7B,43.914243,-79.640675,2008,L7B
111791,111820,18-03-08,RAZNO RENOVATION,M6G,T853834660,BUILDING RENOVATOR,M6G,43.669493,-79.423525,2008,M6G
111792,111821,01-04-08,THE CUTTING EDGE ROOFING,L1V,T853833488,BUILDING RENOVATOR,L1V,43.835053,-79.099848,2008,L1V
111793,111822,07-04-08,ALL ANGLES RENOVATIONS LTD,M1N,T853835217,BUILDING RENOVATOR,M1N,43.680889,-79.278736,2008,M1N
111794,111823,11-04-08,,L4C,T853836462,BUILDING RENOVATOR,L4C,43.894145,-79.436629,2008,L4C
111795,111824,15-04-08,NUDIGGS RENOVATIONS INC,M6E,T853731845,BUILDING RENOVATOR,M6E,43.697171,-79.443523,2008,M6E
111796,111825,15-04-08,,L3S,T853834277,BUILDING RENOVATOR,L3S,43.822307,-79.301551,2008,L3S
111797,111826,22-04-08,JOBS BY JANE,M4S,T853835700,BUILDING RENOVATOR,M4S,43.706192,-79.393227,2008,M4S
111798,111827,23-04-08,THE WILLISTEAD RENOVATION GROUP,M6R,T853834768,BUILDING RENOVATOR,M6R,43.639825,-79.454148,2008,M6R
111799,111828,24-04-08,,M3A,T853837006,BUILDING RENOVATOR,M3A,43.752872,-79.336578,2008,M3A
111800,111829,25-04-08,VILLA VERDE ROOFING,M6B,T853832981,BUILDING RENOVATOR,M6B,43.705605,-79.428726,2008,M6B
111801,111830,29-04-08,HANDYWORKS,M4C,T853835245,BUILDING RENOVATOR,M4C,43.683744,-79.322361,2008,M4C
111802,111831,29-04-08,MILL CREEK CONSTRUCTION,M5T,T853834876,BUILDING RENOVATOR,M5T,43.653338,-79.397234,2008,M5T
111803,111832,05-05-08,MAXIMILIAN ROOFING INC,M9C,T853835436,BUILDING RENOVATOR,M9C,43.627728,-79.558823,2008,M9C
111804,111833,06-05-08,ANDRADE HOME BUILDING & IMPROVEMENTS,M9R,T853835207,BUILDING RENOVATOR,M9R,43.675165,-79.530631,2008,M9R
111805,111834,14-05-08,BEVERLEY HILLS HOME IMPROVEMENTS,L8E,T853834423,BUILDING RENOVATOR,L8E,43.210057,-79.682601,2008,L8E
111806,111835,15-05-08,ROYAL HOME IMPROVEMENTS,L1J,T853835854,BUILDING RENOVATOR,L1J,43.896081,-78.872717,2008,L1J
111807,111836,15-05-08,,M6S,T853835557,BUILDING RENOVATOR,M6S,43.650799,-79.48121,2008,M6S
111808,111837,20-05-08,MARIO DI POCE CONTRACTING,M9R,T853835841,BUILDING RENOVATOR,M9R,43.675165,-79.530631,2008,M9R
111809,111838,20-05-08,JAN GENERAL RENOVATION SERVICES,M2R,T853835950,BUILDING RENOVATOR,M2R,43.783661,-79.444992,2008,M2R
111810,111839,27-05-08,TRITAN INC,M1K,T853835672,BUILDING RENOVATOR,M1K,43.720406,-79.255784,2008,M1K
111811,111840,27-05-08,REGENCY RENOVATIONS,M1M,T853834261,BUILDING RENOVATOR,M1M,43.724026,-79.241241,2008,M1M
111812,111841,03-06-08,MODULAR HOME ADDITIONS,M4B,T853836773,BUILDING RENOVATOR,M4B,43.702857,-79.297409,2008,M4B
111813,111842,03-06-08,YING HO ROOFING & RENOVATION,M1W,T853837101,BUILDING RENOVATOR,M1W,43.800983,-79.319534,2008,M1W
111814,111843,05-06-08,DOUBLE T CONTRACTING,M4X,T853727818,BUILDING RENOVATOR,M4X,43.668617,-79.384346,2008,M4X
111815,111844,09-06-08,FAIRNEY & SONS GENERAL CONTRACTORS,M1E,T853833667,BUILDING RENOVATOR,M1E,43.763367,-79.161438,2008,M1E
111816,111845,09-06-08,ROYALTY GENERAL CONSTRUCTION,M8Z,T853835157,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2008,M8Z
111817,111846,09-06-08,ABC INTERIOR CONSTRUCTION AND MANAGEMENT,L4W,T853837785,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2008,L4W
111818,111847,09-06-08,,M8V,T853838045,BUILDING RENOVATOR,M8V,43.621403,-79.483788,2008,M8V
111819,111848,23-06-08,RICHVIEW RENOVATIONS AND RESTORATIONS,M9L,T853838454,BUILDING RENOVATOR,M9L,43.75901,-79.545197,2008,M9L
111820,111849,23-06-08,,M9B,T853837888,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2008,M9B
111821,111850,23-06-08,MASONARY RESTORATION,L7K,T853838320,BUILDING RENOVATOR,L7K,43.869441,-80.032409,2008,L7K
111822,111851,23-06-08,BETH CONTRACTING,M5R,T853835923,BUILDING RENOVATOR,M5R,43.671644,-79.392877,2008,M5R
111823,111852,25-06-08,TM GENERAL REPAIRS,L4K,T853837171,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2008,L4K
111824,111853,30-06-08,ST CLAIR ROOFING,M6E,T853838411,BUILDING RENOVATOR,M6E,43.697171,-79.443523,2008,M6E
111825,111854,30-06-08,,M6E,T853838413,BUILDING RENOVATOR,M6E,43.697171,-79.443523,2008,M6E
111826,111855,30-06-08,HALYCH ROOFING,L4X,T853837403,BUILDING RENOVATOR,L4X,43.616777,-79.577181,2008,L4X
111827,111856,03-07-08,A MAZZUCO CONCRETE & DRAIN,M8Z,T853834504,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2008,M8Z
111828,111857,04-07-08,RICHVIEW WINDOWS,M6M,T853838691,BUILDING RENOVATOR,M6M,43.689769,-79.490769,2008,M6M
111829,111858,07-07-08,,M4M,T853838876,BUILDING RENOVATOR,M4M,43.651613,-79.352272,2008,M4M
111830,111859,01-08-13,ROSEDALE KITCHENS,M8Z,T854202381,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2013,M8Z
111831,111860,21-07-08,,M6L,T853839579,BUILDING RENOVATOR,M6L,43.736408,-79.525881,2008,M6L
111832,111861,29-07-08,KLOMPMAKER RENOVATIONS,L0E,T853837417,BUILDING RENOVATOR,L0E,44.271815,-79.236953,2008,L0E
111833,111862,29-07-08,NO PROBLEM ROOFING,M9W,T853838699,BUILDING RENOVATOR,M9W,43.692348,-79.585342,2008,M9W
111834,111863,31-07-08,NATICON GENERAL CONTRACTING,L4W,T853839858,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2008,L4W
111835,111864,06-08-08,A A RENOVATIONS,L6A,T853841094,BUILDING RENOVATOR,L6A,43.879064,-79.517958,2008,L6A
111836,111865,19-08-08,ASPECT ROOFING LTD,L9P,T853840621,BUILDING RENOVATOR,L9P,44.105288,-79.106511,2008,L9P
111837,111866,19-08-08,NANALH MAINTENANCE,M1P,T853834380,BUILDING RENOVATOR,M1P,43.752142,-79.265428,2008,M1P
111838,111867,21-08-08,MANOR HOME IMPROVEMENTS,M3H,T853840690,BUILDING RENOVATOR,M3H,43.797038,-79.423404,2008,M3H
111839,111868,21-08-08,YUILLBUILT.CA,M6G,T853840664,BUILDING RENOVATOR,M6G,43.669493,-79.423525,2008,M6G
111840,111869,25-08-08,TRI-CITY ROOFING AND WATERPROOFING,L3S,T853840461,BUILDING RENOVATOR,L3S,43.822307,-79.301551,2008,L3S
111841,111870,25-08-08,HORIZON BUILDING SOLUTIONS,L4B,T853841440,BUILDING RENOVATOR,L4B,43.843529,-79.424558,2008,L4B
111842,111871,26-08-08,,M4C,T853840471,BUILDING RENOVATOR,M4C,43.683744,-79.322361,2008,M4C
111843,111872,27-08-08,REMODEL CONSTRUCTION COMPANY,L1T,T853838629,BUILDING RENOVATOR,L1T,43.87677,-79.051282,2008,L1T
111844,111873,08-09-08,AQUASHIELD WATERPROOFING,M1K,T853841219,BUILDING RENOVATOR,M1K,43.720406,-79.255784,2008,M1K
